LOAN_ID,DATE,CUSTOMER_AGE,TOTAL_PAID,TOTAL_DUE_TODAY,BALANCE,DAYS_PAST_DUE,CLOSING_BALANCE,ADVANCE,BALANCE_DUE_TO_DATE,ARREARS,BALANCE_DUE_STATUS,PAYMENT,EXPECTED_PAYMENT,FIRST_PAYMENT,FIRST_EXPECTED_PAYMENT,ACCOUNT_STATUS_L1,ACCOUNT_STATUS_L2,RETURN_DATE,SALE_DATE,CREDIT_CHECK_DONE,PAYMENT_AMOUNT,ADJUSTMENT_AMOUNT,PREPAYMENT_AMOUNT,DEPOSIT,WEEKLY_RATE,CREDIT_EXPIRY,NEXT_INVOICE_DATE,,DISCOUNT,OVERPAYMENT_AMOUNT,MAX_PAYMENT_DATE,INITIAL_PAY,TOTAL_PAID_WITH_ADJUSTMENTS_15D
recT17o8mNKznfuW8,12/30/2025,528,47899,47899,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,7/20/2024,Y LOAN,,,0,6299,800,7/19/2025,1/3/2026,,0,0,4/14/2025,7099,47899
recneO0bf2Hl9yC84,12/30/2025,338,37849,37849,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,1/26/2025,Y LOAN,,,0,4049,650,12/28/2025,1/4/2026,,0,0,12/17/2025,7299,37849
recmAdaLcNUiB38Ao,12/30/2025,61,7229,14439,51500,47,51500,0,-7210,7210,Arrears,0,0,0,0,First Month Default without inventory over 30,FMD,,10/30/2025,Y LOAN,,,0,5169,1030,11/13/2025,1/1/2026,,0,0,11/6/2025,6199,7229
recrTeufPC3RD1wfA,12/30/2025,523,53899,71959,18060,264,18060,0,-18060,18060,Arrears,0,0,0,0,Write Off,PAR 30,,7/25/2024,Y LOAN,,,0,7999,1230,4/10/2025,1/1/2026,,0,0,4/6/2025,9229,53899
recy2GsMni83CNfSm,12/30/2025,652,40679,94579,53900,533,53900,0,-53900,53900,Arrears,0,0,0,0,Write Off,PAR 30,,3/18/2024,Y LOAN,,,0,14499,1540,7/15/2024,1/5/2026,,0,0,8/20/2024,16039,40679
recdOYcRImxQALYvC,12/30/2025,214,30459,30459,12580,0,12580,0,0,0,up to date,0,0,0,0,Existing Active,Active,,5/30/2025,Y LOAN,,,0,4559,740,1/2/2026,1/2/2026,,0,0,12/26/2025,8259,30459
rec23f2Q04GJEWJik,12/30/2025,50,16459,16459,47520,0,47520,0,0,0,up to date,0,0,0,0,Existing Active,Active,,11/10/2025,Y LOAN,,,0,7819,1080,1/5/2026,1/5/2026,,0,0,12/28/2025,8899,16459
rec15tNbLAYzF6OQE,12/30/2025,850,69879,69879,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,9/2/2023,Y LOAN,,,0,7999,1190,8/31/2024,1/3/2026,,0,0,8/23/2024,9189,69879
reczL1oaD4XJItYiY,12/30/2025,642,14359,45559,31200,558,31200,0,-31200,31200,Arrears,0,0,0,0,Write Off,PAR 30,,3/28/2024,Y LOAN,,,0,4999,780,6/20/2024,1/1/2026,,0,0,7/26/2024,5779,14359
recDShikXYRcTMtQP,12/30/2025,63,15499,15499,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Cash,Paid Off,,10/28/2025,Y CASH,,,0,2579,520,11/4/2025,1/6/2026,,0,0,10/28/2025,15499,15499
recl2jhceGpxuBYZv,12/30/2025,174,34999,34999,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Cash,Paid Off,,7/9/2025,Y CASH,,,0,6619,1080,7/16/2025,12/31/2025,,0,0,7/9/2025,34999,34999
recLgkbbmNtckEdQB,12/30/2025,298,70539,131759,60580,116,60580,0,-39610,39610,Arrears,0,0,0,0,Write Off,PAR 30,,3/7/2025,Y LOAN,,,0,31569,2330,9/5/2025,1/2/2026,,0,0,11/6/2025,33899,92149
recHU0wiyddy8BOjy,12/30/2025,631,91639,91639,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,4/8/2024,Y LOAN,,,0,9999,1570,4/7/2025,1/5/2026,,0,0,3/7/2025,11569,91639
recYdSDOiPG9Zy7GD,12/30/2025,217,41689,74009,66520,126,66520,0,-32320,32320,Arrears,0,1710,0,0,Write Off,PAR 30,,5/27/2025,Y LOAN,,,0,19289,1710,8/26/2025,1/6/2026,,0,0,8/27/2025,20999,41689
recpwvZ916xIFUoG1,12/30/2025,299,33019,33019,3100,0,3100,0,0,0,up to date,0,0,0,0,Existing Active,Active,,3/6/2025,Y LOAN,,,0,3879,620,1/1/2026,1/1/2026,,0,0,12/23/2025,6979,33019
recyoOsKiv0FrcNVI,12/30/2025,132,30959,30959,33660,0,33660,0,0,0,up to date,0,0,0,0,Existing Active,Active,,8/20/2025,Y LOAN,,,0,11579,1020,12/31/2025,12/31/2025,,0,0,12/19/2025,12599,30959
rectlLEXum7JUiQLZ,12/30/2025,389,24625,63579,34959,256,34959,0,-34959,34959,Arrears,0,0,0,0,Cancelled Returned past 3 mths,Return,00:00.0,12/6/2024,Y LOAN,,,0,6899,1090,4/18/2025,1/2/2026,,0,0,8/30/2025,7989,28620
recJ1Q6qiOAOcPrlt,12/30/2025,813,50119,50219,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,10/9/2023,Y LOAN,,,0,5499,860,9/30/2024,1/5/2026,,100,0,9/30/2024,6359,50119
recJkLSk5sRb4lp9I,12/30/2025,402,95879,95879,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,11/23/2024,Y LOAN,,,0,10599,1640,11/22/2025,1/3/2026,,0,0,11/16/2025,12239,95879
recLZTfqtdeAupDIS,12/30/2025,122,17669,17669,20740,0,20740,0,0,0,up to date,0,0,0,0,Existing Active,Active,,8/30/2025,Y LOAN,,,0,6689,610,1/3/2026,1/3/2026,,0,0,12/25/2025,7299,17669
recleqRLrpIy8wbFM,12/30/2025,632,34519,53839,19320,415,19320,0,-19320,19320,Arrears,0,0,0,0,Cancelled Returned past 3 mths,Return,00:00.0,4/7/2024,Y LOAN,,,0,5999,920,11/10/2024,1/4/2026,,0,0,11/6/2024,6919,34519
recyDO6Gy4iqbZabd,12/30/2025,914,39499,40899,1400,564,1400,0,-1400,1400,Arrears,0,0,0,0,Write Off,PAR 30,,6/30/2023,Y LOAN,,,0,4499,700,6/14/2024,1/2/2026,,0,0,10/28/2024,5199,39499
recNTCe96BoikDggK,12/30/2025,519,110830,112859,0,0,0,0,-2029,2029,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,7/29/2024,Y LOAN,,,0,12499,1930,7/14/2025,1/5/2026,,2029,0,7/17/2025,14429,110830
rec1yrh3JCX07rIIV,12/30/2025,54,72999,72999,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Cash,Paid Off,,11/6/2025,Y CASH,,,0,23569,1930,11/13/2025,1/1/2026,,0,0,11/6/2025,72999,72999
recGxmeDHtdN8CgoC,12/30/2025,524,91539,91639,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,7/24/2024,Y LOAN,,,0,9999,1570,7/16/2025,12/31/2025,,100,0,6/27/2025,11569,91539
recCsT8ltAUZR9KFN,12/30/2025,426,25000,24999,0,0,0,1,1,0,advance,0,0,0,0,Paid Off Cash,Paid Off,,10/30/2024,Y CASH,,,0,4999,780,11/6/2024,12/31/2025,,0,0,10/30/2024,24999,25000
recXoW3KsGAuDjYMV,12/30/2025,56,35499,35499,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Cash,Paid Off,,11/4/2025,Y CASH,,,0,7819,1080,11/11/2025,1/6/2026,,0,0,11/4/2025,35499,35499
reccoQqBQB1EX3Cug,12/30/2025,557,16219,100439,84220,536,84220,0,-84220,84220,Arrears,0,0,0,0,First Month Default without inventory over 30,FMD,,6/21/2024,Y LOAN,,,0,10999,1720,7/12/2024,1/2/2026,,0,0,7/5/2024,12719,16219
recawFYNqohJK3hob,12/30/2025,65,6499,16219,55080,58,55080,0,-9720,9720,Arrears,0,0,0,0,First Payment Default,FPD,,10/26/2025,Y LOAN,,,0,5419,1080,11/2/2025,1/4/2026,,0,0,10/26/2025,6499,6499
recUnym091Fx303ps,12/30/2025,88,23399,29599,66650,25,66650,0,-6200,6200,Arrears,0,0,0,0,Lost Write Off,PAR 30,,10/3/2025,Y LOST,,,0,9449,1550,12/5/2025,1/2/2026,,0,0,11/12/2025,10999,23399
rectPwmP74dhexuJT,12/30/2025,484,24729,148659,123930,477,123930,0,-123930,123930,Arrears,0,0,0,0,First Payment Default,FPD,,9/2/2024,Y LOAN,,,0,22299,2430,9/9/2024,1/5/2026,,0,0,9/2/2024,24729,24729
recLEreb5VVjYP5z7,12/30/2025,384,95859,95859,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,12/11/2024,Y LOAN,,,0,13699,1580,12/10/2025,12/31/2025,,0,0,12/1/2025,15279,95859
recv3TGHugYbhhWdw,12/30/2025,626,91539,91639,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,4/13/2024,Y LOAN,,,0,9999,1570,4/5/2025,1/3/2026,,100,0,4/5/2025,11569,91539
recDqxyyoOq5rGw6e,12/30/2025,120,83249,83249,76500,0,76500,0,0,0,up to date,0,0,0,0,Existing Active,Active,,9/1/2025,Y LOAN,,,0,42749,2250,1/5/2026,1/5/2026,,0,0,12/28/2025,44999,83249
recOFun107djVPhLd,12/30/2025,470,75600,78279,0,0,0,0,-2679,2679,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,9/16/2024,Y LOAN,,,0,8599,1340,9/1/2025,1/5/2026,,2679,0,9/1/2025,9939,75600
recRtV9dcFPqbHnj5,12/30/2025,216,51599,51599,29190,0,29190,0,0,0,up to date,0,0,0,0,Existing Active,Active,,5/28/2025,Y LOAN,,,0,8509,1390,12/31/2025,12/31/2025,,0,0,12/24/2025,9899,51599
recRCLhoctKqCnnBe,12/30/2025,425,97539,97539,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,10/31/2024,Y LOAN,,,0,10699,1670,10/30/2025,1/1/2026,,0,0,10/23/2025,12369,97539
recY8hnzcYzz1s8k7,12/30/2025,52,20789,20789,60280,0,60280,0,0,0,up to date,0,0,0,0,Existing Active,Active,,11/8/2025,Y LOAN,,,0,9829,1370,1/3/2026,1/3/2026,,0,0,12/29/2025,11199,20789
recc41v3ErSp48S2F,12/30/2025,214,66319,66319,24310,0,24310,0,0,0,up to date,0,0,0,0,Existing Active,Active,,5/30/2025,Y LOAN,,,0,16269,1430,1/2/2026,1/2/2026,,0,0,12/24/2025,23419,66319
reczzA6FjuId520Cs,12/30/2025,386,43399,69579,26180,176,26180,0,-26180,26180,Arrears,0,0,0,0,Write Off,PAR 30,,12/9/2024,Y LOAN,,,0,7699,1190,7/7/2025,1/5/2026,,0,0,6/30/2025,8889,43399
recIahzMsbaDBhiVC,12/30/2025,194,26799,26799,14000,0,14000,0,0,0,up to date,0,0,0,0,Existing Active,Active,,6/19/2025,Y LOAN,,,0,4399,700,1/1/2026,1/1/2026,,0,0,12/29/2025,7899,26799
rec5DQSFzyc2bM8Oh,12/30/2025,194,0,26189,39989,194,39989,0,-26189,26189,Arrears,0,0,0,0,First 2 days Return,Return,00:00.0,6/19/2025,Y LOAN,,,0,4109,690,6/19/2025,1/1/2026,,0,0,,7559,0
rec8I2hj61g7eEDvN,12/30/2025,125,66589,66589,77180,0,77180,0,0,0,up to date,0,0,0,0,Existing Active,Active,,8/27/2025,Y LOAN,,,0,25729,2270,12/31/2025,12/31/2025,,0,0,12/26/2025,27999,66589
reckLJDTWAQNx9Ftb,12/30/2025,139,19199,48839,79560,139,79560,0,-48839,48839,Arrears,0,0,0,0,First 2 days Return,Return,00:00.0,8/13/2025,Y LOAN,,,0,17639,1560,8/13/2025,12/31/2025,,0,0,8/13/2025,19199,0
recfjcwqy2VqrXcBm,12/30/2025,664,77994,77579,0,0,0,415,415,0,advance,0,0,0,0,Paid Off Loan,Paid Off,,3/6/2024,Y LOAN,,,0,10499,1290,3/5/2025,12/31/2025,,0,415,10/28/2025,11789,77994
rec46CyJzprLkPMbi,12/30/2025,542,29879,67819,37940,409,37940,0,-37940,37940,Arrears,0,0,0,0,Write Off,PAR 30,,7/6/2024,Y LOAN,,,0,7499,1160,11/16/2024,1/3/2026,,0,0,7/4/2025,8659,29879
rec5B4YHTOK9ptRsS,12/30/2025,145,36899,36899,42160,0,42160,0,0,0,up to date,0,0,0,0,Existing Active,Active,,8/7/2025,Y LOAN,,,0,8339,1360,1/1/2026,1/1/2026,,0,0,12/23/2025,9699,36899
recTtuOZnThfHjLMY,12/30/2025,392,24999,24999,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Cash,Paid Off,,12/3/2024,Y CASH,,,0,4999,790,12/10/2024,1/6/2026,,0,0,12/3/2024,24999,24999
recXEhWuoztQrXSD8,12/30/2025,73,9659,19699,50760,38,50760,0,-6480,6480,Arrears,0,0,0,0,Blocked 31-60,PAR 30,,10/18/2025,Y LOAN,,,0,7819,1080,11/22/2025,1/3/2026,,0,0,11/15/2025,8899,13219
recfG4PfR0UPJ5aqb,12/30/2025,447,81799,81799,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,10/9/2024,Y LOAN,,,0,8999,1400,9/10/2025,12/31/2025,,0,0,9/3/2025,15999,81799
recCDPSi4Iz9i98zC,12/30/2025,542,50799,80259,29460,332,29460,0,-29460,29460,Arrears,0,0,0,0,Write Off,PAR 30,,7/6/2024,Y LOAN,,,0,8499,1380,2/1/2025,1/3/2026,,0,0,1/25/2025,9879,50799
recdUKVhBBachF8lM,12/30/2025,147,13079,19289,26910,56,26910,0,-6210,6210,Arrears,0,690,0,0,Blocked 31-60,PAR 30,,8/5/2025,Y LOAN,,,0,4109,690,11/4/2025,1/6/2026,,0,0,10/29/2025,4799,13079
rec8l8Z3r5ZlxJgYm,12/30/2025,418,69699,69699,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,11/7/2024,Y LOAN,,,0,9899,1150,10/9/2025,1/1/2026,,0,0,10/11/2025,15649,69699
recIDBp0ISIjPri5k,12/30/2025,63,18699,19849,49450,0,49450,0,-1150,1150,Arrears,0,1150,0,0,Existing Active,Active,,10/28/2025,Y LOAN,,,0,8349,1150,12/30/2025,1/6/2026,,0,0,12/24/2025,9499,18699
rec7kDQX9bfQEXspA,12/30/2025,240,85539,87419,33840,2,33840,0,-1880,1880,Arrears,0,0,0,0,Inactive 01-07,Inactive,,5/4/2025,Y LOAN,,,0,21619,1880,12/28/2025,1/4/2026,,0,0,12/26/2025,23499,85539
recqdhTKgjsD9a7hA,12/30/2025,375,18999,64099,45100,298,45100,0,-45100,45100,Arrears,0,0,0,0,Write Off,PAR 30,,12/20/2024,Y LOAN,,,0,6899,1100,3/7/2025,1/2/2026,,0,0,4/8/2025,7999,18999
recKCkLgvUO58vUR8,12/30/2025,876,32199,67719,35520,743,35520,0,-35520,35520,Arrears,0,0,0,0,Write Off,PAR 30,,8/7/2023,Y LOAN,,,0,9999,1110,12/18/2023,1/5/2026,,0,0,12/12/2023,12219,32199
recmCpdkXTufBjcUF,12/30/2025,10,10429,9699,49270,0,49270,730,730,0,advance,0,0,0,0,New Active,Active,,12/20/2025,Y LOAN,,,0,7699,1000,1/3/2026,1/3/2026,,0,0,12/24/2025,8699,10429
rec74EBcil5CyOXSD,12/30/2025,192,7199,23999,33600,164,33600,0,-16800,16800,Arrears,0,0,0,0,First Month Default without inventory over 30,FMD,,6/21/2025,Y LOAN,,,0,4399,700,7/19/2025,1/3/2026,,0,0,7/12/2025,5099,7199
recA7yXkdYeUYUue6,12/30/2025,350,50159,49299,0,0,0,860,860,0,advance,0,0,0,0,Paid Off Loan,Paid Off,,1/14/2025,Y LOAN,,,0,5439,860,1/13/2026,1/6/2026,,0,0,12/26/2025,6299,50159
recfDNcd0xLFIZRlA,12/30/2025,481,24899,67819,42920,376,42920,0,-42920,42920,Arrears,0,0,0,0,Write Off,PAR 30,,9/5/2024,Y LOAN,,,0,7499,1160,12/19/2024,1/1/2026,,0,0,12/22/2024,8659,24899
recufebWuUmEDIYRs,12/30/2025,42,35539,39659,85900,0,85900,6800,6800,0,advance,0,2060,0,0,Existing Active,Active,,11/18/2025,Y LOAN,,,0,25239,2060,1/27/2026,1/6/2026,,0,0,12/13/2025,27299,46459
recLEBtechpbno2fc,12/30/2025,571,60499,60499,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,6/7/2024,Y LOAN,,,0,8499,1000,6/6/2025,1/2/2026,,0,0,5/11/2025,9499,60499
recq3UeY88nK2OMEl,12/30/2025,301,81009,89499,22090,28,22090,0,-8490,8490,Arrears,0,1700,0,0,Inactive 15-30,PAR 7,,3/4/2025,Y LOAN,,,0,14699,1700,12/2/2025,1/6/2026,,0,0,12/29/2025,16399,81009
recjPPo6HP4PQnvbz,12/30/2025,799,87320,87419,0,0,0,0,-99,99,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,10/23/2023,Y LOAN,,,0,11499,1460,10/14/2024,1/5/2026,,99,0,10/14/2024,12959,87320
recTb8JafkIVN3Tia,12/30/2025,43,17039,15959,51120,0,51120,1080,1080,0,advance,0,0,0,0,Existing Active,Active,,11/17/2025,Y LOAN,,,0,7839,1160,1/5/2026,1/5/2026,,0,0,12/28/2025,8999,17039
rec76AZVGNLXaJ4gv,12/30/2025,380,15299,54779,39480,310,39480,0,-39480,39480,Arrears,0,0,0,0,Cancelled Returned past 3 mths,Return,00:00.0,12/15/2024,Y LOAN,,,0,5899,940,2/23/2025,1/4/2026,,0,0,2/16/2025,6839,15299
receQsqV1jt1PrZPJ,12/30/2025,10,29699,32209,62750,3,62750,0,-2510,2510,Arrears,0,0,0,0,First Payment Default,FPD,,12/20/2025,Y LOAN,,,0,27189,2510,12/27/2025,1/3/2026,,0,0,12/20/2025,29699,29699
reclp7vEeH9lbklSe,12/30/2025,288,30099,45849,25250,113,25250,0,-15750,15750,Arrears,0,0,0,0,Write Off,PAR 30,,3/17/2025,Y LOAN,,,0,5949,950,9/8/2025,1/5/2026,,0,0,12/24/2025,6899,30099
recsf8FRDePMROcEI,12/30/2025,40,3099,5699,26520,33,26520,0,-2600,2600,Arrears,0,0,0,0,First Payment Default,FPD,,11/20/2025,Y LOAN,,,0,2579,520,11/27/2025,1/1/2026,,0,0,11/20/2025,3099,3099
recOUPHCiVIsVialj,12/30/2025,189,31499,32349,17850,0,17850,0,-850,850,Arrears,0,850,0,0,Existing Active,Active,,6/24/2025,Y LOAN,,,0,5149,850,12/30/2025,1/6/2026,,0,0,12/26/2025,9399,31499
recUdj6lHAUeCRjsi,12/30/2025,573,12739,100439,87700,566,87700,0,-87700,87700,Arrears,0,0,0,0,First Month Default with inventory,Return,00:00.0,6/5/2024,Y LOAN,,,0,10999,1720,6/12/2024,12/31/2025,,0,0,6/5/2024,12719,12739
recM81GHocJruDeSh,12/30/2025,368,48069,51259,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,12/27/2024,Y LOAN,,,0,5499,880,12/26/2025,1/2/2026,,3190,0,12/10/2025,6379,51259
recbk6h7aAj3MUyxM,12/30/2025,731,45070,45039,0,0,0,31,31,0,advance,0,0,0,0,Paid Off Loan,Paid Off,,12/30/2023,Y LOAN,,,0,4999,770,12/28/2024,1/3/2026,,0,31,12/21/2024,5769,45070
recLiO3oRDaChll71,12/30/2025,740,40949,81199,40250,586,40250,0,-40250,40250,Arrears,0,0,0,0,Write Off,PAR 30,,12/21/2023,Y LOAN,,,0,10999,1350,5/23/2024,1/1/2026,,0,0,6/3/2024,12349,40949
recuvKFTBSfcXKo3V,12/30/2025,365,33769,77659,43890,232,43890,0,-43890,43890,Arrears,0,0,0,0,Write Off,PAR 30,,12/30/2024,Y LOAN,,,0,8499,1330,5/12/2025,1/5/2026,,0,0,5/5/2025,9829,33769
rec3sw1MQ2IN4ja4d,12/30/2025,83,16469,15499,38800,0,38800,970,970,0,advance,0,0,0,0,Existing Active,Active,,10/8/2025,Y LOAN,,,0,4829,970,1/7/2026,12/31/2025,,0,0,12/29/2025,4829,16469
recnMnFLW1F7w7PvC,12/30/2025,61,10999,15399,51700,26,51700,0,-4400,4400,Arrears,0,0,0,0,Inactive 15-30,PAR 7,,10/30/2025,Y LOAN,,,0,5499,1100,12/4/2025,1/1/2026,,0,0,11/28/2025,6599,10999
recIQDWLFtf1zwi7f,12/30/2025,785,30540,57399,26859,624,26859,0,-26859,26859,Arrears,0,0,0,0,Write Off,PAR 30,,11/6/2023,Y LOAN,,,0,7999,950,4/15/2024,1/5/2026,,0,0,7/21/2024,8949,30540
recxvtFlyETLVUu0J,12/30/2025,500,18729,147759,129030,493,129030,0,-129030,129030,Arrears,0,0,0,0,First Payment Default,FPD,,8/17/2024,Y LOAN,,,0,16199,2530,8/24/2024,1/3/2026,,0,0,8/17/2024,18729,18729
recZx522Kp7SDL76u,12/30/2025,540,9229,71959,62730,533,62730,0,-62730,62730,Arrears,0,0,0,0,First Payment Default,FPD,,7/8/2024,Y LOAN,,,0,7999,1230,7/15/2024,1/5/2026,,0,0,7/8/2024,9229,9229
rec9p0J6mYimHRWVV,12/30/2025,202,10399,51559,74970,195,74970,0,-41160,41160,Arrears,0,0,0,0,First Payment Default,FPD,,6/11/2025,Y LOAN,,,0,8929,1470,6/18/2025,12/31/2025,,0,0,6/11/2025,10399,10399
recRKeltfL4LLwqhh,12/30/2025,768,91859,91959,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,11/23/2023,Y LOAN,,,0,14999,1480,11/14/2024,1/1/2026,,100,0,11/9/2024,16479,91859
reczF9GSn2kmCYFWM,12/30/2025,377,40789,86979,46190,230,46190,0,-46190,46190,Arrears,0,0,0,0,Write Off,PAR 30,,12/18/2024,Y LOAN,,,0,9499,1490,5/14/2025,12/31/2025,,0,0,5/7/2025,10989,40789
rec7SNNtWFJtvIY9w,12/30/2025,406,12719,51879,39160,350,39160,0,-39160,39160,Arrears,0,890,0,0,Cancelled Returned past 3 mths,Return,00:00.0,11/19/2024,Y LOAN,,,0,5599,890,1/14/2025,1/6/2026,,0,0,1/7/2025,6489,12719
recmnb33Zlo4uxsDb,12/30/2025,417,66599,68959,0,0,0,0,-2360,2360,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,11/8/2024,Y LOAN,,,0,7599,1180,10/24/2025,1/2/2026,,2360,0,10/31/2025,8779,66599
rec8at3oXBX7ykMKo,12/30/2025,111,30009,29449,47320,0,47320,560,560,0,advance,0,0,0,0,Existing Active,Active,,9/10/2025,Y LOAN,,,0,8169,1330,12/31/2025,12/31/2025,,0,0,12/24/2025,9499,30009
recxwSFBdLIlWJjCJ,12/30/2025,853,46399,90039,43640,692,43640,0,-43640,43640,Arrears,0,0,0,0,Write Off,PAR 30,,8/30/2023,Y LOAN,,,0,10999,1520,2/7/2024,12/31/2025,,0,0,2/1/2024,12519,46399
rec0fYISXCsdqRRlH,12/30/2025,193,50089,50089,35280,0,35280,0,0,0,up to date,0,0,0,0,Existing Active,Active,,6/20/2025,Y LOAN,,,0,8929,1470,1/2/2026,1/2/2026,,0,0,12/26/2025,10399,50089
rectiA0DqwAFWhTEj,12/30/2025,20,21387,19519,36312,0,36312,1868,1868,0,advance,0,0,0,0,New Active,Active,,12/10/2025,Y LOAN,,,0,14539,1660,1/7/2026,12/31/2025,,0,0,12/29/2025,16199,21387
recjLwDYTg0tmF94A,12/30/2025,344,76199,76199,2600,0,2600,0,0,0,up to date,0,0,0,0,Existing Active,Active,,1/20/2025,Y LOAN,,,0,11199,1300,1/5/2026,1/5/2026,,0,0,12/29/2025,12499,76199
recw66zzbeWnsyTze,12/30/2025,42,11699,12339,29440,0,29440,0,-640,640,Arrears,0,640,0,0,Existing Active,Active,,11/18/2025,Y LOAN,,,0,7859,640,12/30/2025,1/6/2026,,0,0,12/22/2025,8499,11699
rec8fgyjAsnfS0Mnt,12/30/2025,173,27479,37739,23210,0,23210,10,10,0,advance,0,0,0,0,Existing Active,Active,,7/10/2025,Y LOAN,,,0,16239,860,1/1/2026,1/1/2026,,0,0,12/26/2025,17099,37749
reco0gArRbDEqbOcZ,12/30/2025,513,105099,105199,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,8/4/2024,Y LOST,,,0,11599,1800,7/27/2025,1/4/2026,,100,0,7/10/2025,13399,105099
receGNGwLoBp0bxAE,12/30/2025,76,46739,60499,107010,0,107010,0,0,0,up to date,0,0,0,0,Existing Active,Active,,10/15/2025,Y LOAN,,,0,31789,2610,12/31/2025,12/31/2025,,0,0,12/24/2025,34399,60499
rectI9dd5usbCccOi,12/30/2025,404,95879,95879,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,11/21/2024,Y LOAN,,,0,10599,1640,11/20/2025,1/1/2026,,0,0,10/15/2025,12239,95879
rec2LKojEyCyYqdWI,12/30/2025,441,13649,68959,55310,434,55310,0,-55310,55310,Arrears,0,1180,0,0,Write Off,PAR 30,,10/15/2024,Y LOAN,,,0,7599,1180,10/22/2024,1/6/2026,,0,0,10/25/2024,13499,13649
rec01xODKqE6Yffui,12/30/2025,390,48939,51259,2320,47,2320,0,-2320,2320,Arrears,0,0,0,0,Blocked 31-60,PAR 30,,12/5/2024,Y LOAN,,,0,5499,880,11/13/2025,1/1/2026,,0,0,12/9/2025,6379,48939
recrY8bmKVmU9Y5pY,12/30/2025,526,7319,32619,25300,484,25300,0,-25300,25300,Arrears,0,0,0,0,Write Off,PAR 30,,7/22/2024,Y LOAN,,,0,3499,560,9/2/2024,1/5/2026,,0,0,9/1/2024,4059,7319
recg1u0Nnno0ywSSS,12/30/2025,168,20449,26399,28900,42,28900,0,-5950,5950,Arrears,0,850,0,0,Blocked 31-60,PAR 30,,7/15/2025,Y LOAN,,,0,5149,850,11/18/2025,1/6/2026,,0,0,11/27/2025,5999,20449
rec3W3k6TSq5vEUEd,12/30/2025,394,19499,19499,0,0,0,0,-19499,19499,Arrears,0,0,0,0,First 2 days Return,Return,00:00.0,12/1/2024,Y CASH,,,0,3899,620,12/1/2024,1/4/2026,,0,0,12/1/2024,19499,0
recjfXvbfShCwfWtq,12/30/2025,791,57009,74399,17390,532,17390,0,-17390,17390,Arrears,0,1200,0,0,Write Off,PAR 30,,10/31/2023,Y LOAN,,,0,11999,1200,7/16/2024,1/6/2026,,0,0,12/13/2025,13199,57009
recskh85H0ElvJpGN,12/30/2025,341,22881,60799,41218,243,41218,0,-37918,37918,Arrears,0,0,0,0,Write Off,PAR 30,,1/23/2025,Y LOAN,,,0,6899,1100,5/1/2025,1/1/2026,,0,0,12/3/2025,7999,22881
recRlmsvJnibHtEMf,12/30/2025,130,24829,24819,32660,0,32660,10,10,0,advance,0,0,0,0,Existing Active,Active,,8/22/2025,Y LOAN,,,0,6009,990,1/2/2026,1/2/2026,,0,0,12/28/2025,6999,24829
recITnEszCTVLTeVQ,12/30/2025,235,8909,23999,15090,235,15090,0,-15090,15090,Arrears,0,0,0,0,Write Off,PAR 30,,5/9/2025,Y CASH,,,0,4829,770,5/9/2025,1/2/2026,,0,0,8/14/2025,23999,8909
rec333sT6Vwe2BR7O,12/30/2025,190,41839,42279,30200,1,30200,0,-440,440,Arrears,0,0,0,0,Inactive 01-07,Inactive,,6/23/2025,Y LOAN,,,0,7559,1240,12/29/2025,1/5/2026,,0,0,12/23/2025,8799,41839
