LOAN_ID,DATE,CUSTOMER_AGE,TOTAL_PAID,TOTAL_DUE_TODAY,BALANCE,DAYS_PAST_DUE,CLOSING_BALANCE,ADVANCE,BALANCE_DUE_TO_DATE,ARREARS,BALANCE_DUE_STATUS,PAYMENT,EXPECTED_PAYMENT,FIRST_PAYMENT,FIRST_EXPECTED_PAYMENT,ACCOUNT_STATUS_L1,ACCOUNT_STATUS_L2,RETURN_DATE,SALE_DATE,CREDIT_CHECK_DONE,PAYMENT_AMOUNT,ADJUSTMENT_AMOUNT,PREPAYMENT_AMOUNT,DEPOSIT,WEEKLY_RATE,CREDIT_EXPIRY,NEXT_INVOICE_DATE,,DISCOUNT,OVERPAYMENT_AMOUNT,MAX_PAYMENT_DATE,INITIAL_PAY,TOTAL_PAID_WITH_ADJUSTMENTS_15D
recXk1rv4PQKfOjxA,12/30/2025,167,41439,40259,27140,0,27140,1180,1180,0,advance,0,0,0,0,Existing Active,Active,,7/16/2025,Y LOAN,,,0,7219,1180,1/7/2026,12/31/2025,,0,0,12/23/2025,13119,41439
recGN6Vr1GtFWLNJ4,12/30/2025,481,103959,103959,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,9/5/2024,Y LOAN,,,0,11399,1780,9/11/2025,1/1/2026,,0,0,9/5/2025,11399,103959
recfPDI0GfEoNowYi,12/30/2025,628,16059,74019,57960,586,57960,0,-57960,57960,Arrears,0,0,0,0,Write Off,PAR 30,,4/11/2024,Y LOAN,,,0,8499,1260,5/23/2024,1/1/2026,,0,0,5/16/2024,9759,16059
recvaCxP4Z5deFOjn,12/30/2025,528,7214,112859,103350,528,103350,0,-103350,103350,Arrears,0,0,0,0,First Payment Default,FPD,,7/20/2024,Y LOAN,,,0,12499,1930,7/20/2024,1/3/2026,,0,0,9/12/2024,14429,9509
recp14TKZFbLuCRd1,12/30/2025,978,75789,77079,1290,621,1290,0,-1290,1290,Arrears,0,0,0,0,Write Off,PAR 30,,4/27/2023,Y LOAN,,,0,9999,1290,4/18/2024,1/1/2026,,0,0,4/18/2024,11289,75789
recqLH3k0LCQ6IOlh,12/30/2025,581,0,112859,112859,581,112859,0,-112859,112859,Arrears,0,1930,0,0,Cancelled Returned in 3 mths,Return,00:00.0,5/28/2024,Y LOAN,,,0,12499,1930,5/28/2024,1/6/2026,,0,0,,14429,0
recZCgt63sm1vCmzY,12/30/2025,266,38709,37939,6160,0,6160,770,770,0,advance,0,770,0,0,Existing Active,Active,,4/8/2025,Y LOAN,,,0,4829,770,1/13/2026,1/6/2026,,0,0,12/29/2025,8679,38709
recthEgAecVFEYmBV,12/30/2025,69,23879,16219,35100,0,35100,10260,10260,0,advance,0,0,0,0,Existing Active,Active,,10/22/2025,Y LOAN,,,0,5419,1080,3/4/2026,12/31/2025,,0,0,12/29/2025,6499,26479
recS9kSDv0Gm9mHDK,12/30/2025,776,89949,89939,0,0,0,10,10,0,advance,0,0,0,0,Paid Off Loan,Paid Off,,11/15/2023,Y LOAN,,,0,13499,1470,11/13/2024,12/31/2025,,0,10,11/6/2024,14969,89949
recNJniZxYiueBOWk,12/30/2025,318,102149,131749,0,0,0,0,-15250,15250,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,2/15/2025,Y LOAN,,,0,26409,2290,11/15/2025,1/3/2026,,43340,0,8/11/2025,28699,116499
rec0Legl6GP0rUzj0,12/30/2025,790,13935,58439,44504,748,44504,0,-44504,44504,Arrears,0,0,0,0,Cancelled Returned past 3 mths,Return,00:00.0,11/1/2023,Y LOAN,,,0,7999,970,12/13/2023,12/31/2025,,0,0,11/30/2023,8969,13935
recNr5AsWI7Z2vHaN,12/30/2025,2,18020,25499,106419,2,106419,0,-7479,7479,Arrears,0,0,0,0,First Payment Default,FPD,,12/28/2025,Y LOAN,,,0,23559,1940,12/28/2025,1/4/2026,,0,0,12/29/2025,25499,18020
recdEvbemqS02CgUN,12/30/2025,438,39139,39139,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,10/18/2024,Y LOAN,,,0,4299,670,10/17/2025,1/2/2026,,0,0,10/9/2025,4969,39139
recg2A2Vwnlrec96V,12/30/2025,25,32889,31389,91140,0,91140,1500,1500,0,advance,0,0,0,0,New Active,Active,,12/5/2025,Y LOAN,,,0,23669,1930,1/2/2026,1/2/2026,,0,0,12/25/2025,25599,32889
recxHcfSdsfb0Avkj,12/30/2025,162,28779,29769,28710,1,28710,0,-990,990,Arrears,0,0,0,0,Inactive 01-07,Inactive,,7/21/2025,Y LOAN,,,0,6009,990,12/29/2025,1/5/2026,,0,0,12/23/2025,6999,28779
recTCoE9UMuXdE8QV,12/30/2025,30,14339,11679,52330,0,52330,2660,2660,0,advance,0,0,0,0,New Active,Active,,11/30/2025,Y LOAN,,,0,5829,1170,1/18/2026,1/4/2026,,0,0,12/21/2025,6999,14339
recooEVUgYPMUMmHs,12/30/2025,116,29114,34819,33860,0,33860,90,90,0,advance,0,0,0,0,Existing Active,Active,,9/5/2025,Y LOAN,,,0,18329,970,1/2/2026,1/2/2026,,0,0,12/22/2025,19299,34909
recX6UTvjPC0cuHFb,12/30/2025,649,75999,76099,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,3/21/2024,Y LOAN,,,0,8499,1300,3/13/2025,1/1/2026,,100,0,3/13/2025,9799,75999
recNyyAyyigSl1N7U,12/30/2025,144,18359,31999,50220,81,50220,0,-13640,13640,Arrears,0,0,0,0,Blocked 61-90,PAR 30,,8/8/2025,Y LOAN,,,0,7219,1180,10/10/2025,1/2/2026,,0,0,12/15/2025,8399,18359
recNLX61ZFxmAu0wj,12/30/2025,247,37299,43949,18050,44,18050,0,-6650,6650,Arrears,0,0,0,0,Blocked 31-60,PAR 30,,4/27/2025,Y LOAN,,,0,5949,950,11/16/2025,1/4/2026,,0,0,11/10/2025,10699,37299
rec2A3kswZ1dOz3Pg,12/30/2025,404,13199,81799,68600,383,68600,0,-68600,68600,Arrears,0,0,0,0,First Month Default without inventory over 30,FMD,,11/21/2024,Y LOAN,,,0,8999,1400,12/12/2024,1/1/2026,,0,0,4/16/2025,10399,13199
rect8CcndKJof8Gtm,12/30/2025,148,36929,38259,42130,1,42130,0,-1330,1330,Arrears,0,0,0,0,Inactive 01-07,Inactive,,8/4/2025,Y LOAN,,,0,8339,1360,12/29/2025,1/5/2026,,0,0,12/22/2025,9699,36929
recWdr9aPsHKxRfHi,12/30/2025,206,47339,47339,21240,0,21240,0,0,0,up to date,0,0,0,0,Existing Active,Active,,6/7/2025,Y LOAN,,,0,7219,1180,1/3/2026,1/3/2026,,0,0,12/27/2025,13119,47339
recCKWuOl0WXSS11V,12/30/2025,8,17349,17349,32400,0,32400,0,0,0,up to date,0,0,0,0,New Active,Active,,12/22/2025,Y LOAN,,,0,14649,1350,1/5/2026,1/5/2026,,0,0,12/27/2025,15999,17349
reccxVlsJDmJDhEni,12/30/2025,97,24499,31149,65550,34,65550,0,-6650,6650,Arrears,0,0,0,0,Blocked 31-60,PAR 30,,9/24/2025,Y LOAN,,,0,9449,1550,11/26/2025,12/31/2025,,0,0,12/19/2025,10999,24499
recvy85LpI5ytVBlU,12/30/2025,27,11319,12479,56840,6,56840,0,-1160,1160,Arrears,0,0,0,0,First Month Default without inventory 01-07,Inactive,,12/3/2025,Y LOAN,,,0,7839,1160,12/24/2025,12/31/2025,,0,0,12/16/2025,8999,11319
rec1EhBcL3K20cWFX,12/30/2025,498,51259,51259,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,8/19/2024,Y LOAN,,,0,5499,880,8/18/2025,1/5/2026,,0,0,8/5/2025,6379,51259
recU0GAw5ajLYJdlQ,12/30/2025,512,45979,46079,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,8/5/2024,Y LOAN,,,0,4999,790,7/28/2025,1/5/2026,,100,0,7/5/2025,5789,45979
recHa0xSA7qTyrxrf,12/30/2025,208,46449,46449,20900,0,20900,0,0,0,up to date,0,0,0,0,Existing Active,Active,,6/5/2025,Y LOAN,,,0,17949,950,1/1/2026,1/1/2026,,0,0,12/25/2025,18899,46449
rec8sWGGTXeuE8ukq,12/30/2025,125,21869,21869,30940,0,30940,0,0,0,up to date,0,0,0,0,Existing Active,Active,,8/27/2025,Y LOAN,,,0,5489,910,12/31/2025,12/31/2025,,0,0,12/25/2025,6399,21869
rec8SEb16jQc5ekQL,12/30/2025,162,19779,19779,18480,0,18480,0,0,0,up to date,0,0,0,0,Existing Active,Active,,7/21/2025,Y LOAN,,,0,3939,660,1/5/2026,1/5/2026,,0,0,12/29/2025,4599,19779
rec0dQSfcHlbW19Wb,12/30/2025,337,23430,65239,45199,253,45199,0,-41809,41809,Arrears,0,0,0,0,Write Off,PAR 30,,1/27/2025,Y LOAN,,,0,9869,1130,4/21/2025,1/5/2026,,0,0,4/14/2025,10999,23430
recDr8tY1KL6XhmfT,12/30/2025,414,61499,61499,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Cash,Paid Off,,11/11/2024,Y CASH,,,0,20199,1750,11/18/2024,1/5/2026,,0,0,11/11/2024,61499,61499
recRty6yuRiRWliAK,12/30/2025,384,36189,37379,1190,34,1190,0,-1190,1190,Arrears,0,0,0,0,Blocked 31-60,PAR 30,,12/11/2024,Y LOAN,,,0,4099,640,11/26/2025,12/31/2025,,0,0,12/27/2025,4739,36189
recf8ohJDDutJtcqt,12/30/2025,327,36929,104179,76150,264,76150,0,-67250,67250,Arrears,0,0,0,0,Write Off,PAR 30,,2/6/2025,Y LOAN,,,0,20519,1780,4/10/2025,1/1/2026,,0,0,6/7/2025,22299,36929
recupR4QfiUe8aa4D,12/30/2025,410,81799,81799,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,11/15/2024,Y LOAN,,,0,8999,1400,11/14/2025,1/2/2026,,0,0,11/26/2025,10399,81799
recK9ugOqnHZSiI3d,12/30/2025,923,63159,63159,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,6/21/2023,Y LOAN,,,0,6999,1080,6/19/2024,12/31/2025,,0,0,6/11/2024,8079,63159
recc0JZKHxY87wDWy,12/30/2025,270,34939,34859,9930,0,9930,80,80,0,advance,0,0,0,0,Existing Active,Active,,4/4/2025,Y LOAN,,,0,4829,770,1/2/2026,1/2/2026,,0,0,12/27/2025,5599,34939
recC6ROo8olDK25hP,12/30/2025,64,39499,19849,28650,64,28650,0,-19849,19849,Arrears,0,0,0,0,First 2 days Return,Return,00:00.0,10/27/2025,Y LOAN,,,0,8349,1150,10/27/2025,1/5/2026,,0,0,10/30/2025,9499,0
recFACNhD2qtyynUC,12/30/2025,342,81729,81459,4140,0,4140,270,270,0,advance,0,0,0,0,Existing Active,Active,,1/22/2025,Y LOAN,,,0,9429,1470,12/31/2025,12/31/2025,,0,0,12/17/2025,10899,81729
recCICkaOYUZ5p8hm,12/30/2025,1,13999,13999,35750,0,35750,0,0,0,up to date,0,0,0,0,New Active,Active,,12/29/2025,Y LOAN,,,0,12569,1430,1/5/2026,1/5/2026,,0,0,12/29/2025,13999,13999
recEG8tE7LoYGKFeu,12/30/2025,110,15839,16449,22570,5,22570,0,-610,610,Arrears,0,0,0,0,Inactive 01-07,Inactive,,9/11/2025,Y LOAN,,,0,6689,610,12/25/2025,1/1/2026,,0,0,12/20/2025,7299,15839
recHwOnw7vGuHrROE,12/30/2025,461,81799,81799,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,9/25/2024,Y LOAN,,,0,8999,1400,9/24/2025,12/31/2025,,0,0,9/17/2025,10399,81799
recm8odpk0IETw6ym,12/30/2025,333,86409,202429,105280,193,105280,0,-92120,92120,Arrears,0,0,0,0,Write Off,PAR 30,,1/31/2025,Y LOAN,,,0,44509,3290,6/20/2025,1/2/2026,,0,0,6/14/2025,47799,110309
recTAxsIwD0d0Vm20,12/30/2025,740,82449,81199,0,0,0,1250,1250,0,advance,0,0,0,0,Paid Off Loan,Paid Off,,12/21/2023,Y LOAN,,,0,10999,1350,12/19/2024,1/1/2026,,0,1250,11/30/2024,12349,82449
rec62oO0nk4PbMqx2,12/30/2025,670,7809,45539,37730,649,37730,0,-37730,37730,Arrears,0,0,0,0,Cancelled Returned past 3 mths,Return,00:00.0,2/29/2024,Y LOAN,,,0,5499,770,3/21/2024,1/1/2026,,0,0,3/14/2024,6269,7809
recmg6w3pHZkyjxKI,12/30/2025,812,71359,71359,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,10/10/2023,Y LOAN,,,0,9999,1180,10/8/2024,1/6/2026,,0,0,5/20/2024,11179,71359
rec9pMsXGt8sRWm8h,12/30/2025,45,18049,19419,63020,3,63020,0,-1370,1370,Arrears,0,0,0,0,Inactive 01-07,Inactive,,11/15/2025,Y LOAN,,,0,9829,1370,12/27/2025,1/3/2026,,0,0,12/20/2025,11199,18049
recF9hzwYS9TGHlhx,12/30/2025,559,42588,70919,28331,363,28331,0,-28331,28331,Arrears,0,0,0,0,Write Off,PAR 30,,6/19/2024,Y LOAN,,,0,7999,1210,1/1/2025,12/31/2025,,0,0,12/3/2025,9209,42588
recyblcURGID1o4jj,12/30/2025,230,54359,54359,26220,0,26220,0,0,0,up to date,0,0,0,0,Existing Active,Active,,5/14/2025,Y LOAN,,,0,8819,1380,12/31/2025,12/31/2025,,0,0,12/29/2025,10199,54359
recCQY0LsBmSHwRO5,12/30/2025,739,46099,81199,35100,557,35100,0,-35100,35100,Arrears,0,0,0,0,Write Off,PAR 30,,12/22/2023,Y LOAN,,,0,10999,1350,6/21/2024,1/2/2026,,0,0,6/14/2024,12349,46099
recnKKXTWSQoFHDi8,12/30/2025,670,57899,57899,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,2/29/2024,Y LOAN,,,0,8499,950,2/27/2025,1/1/2026,,0,0,2/20/2025,9449,57899
recSdxnpiS6Tbjdvc,12/30/2025,378,37729,37379,0,0,0,350,350,0,advance,0,0,0,0,Paid Off Loan,Paid Off,,12/17/2024,Y LOAN,,,0,4099,640,12/16/2025,1/6/2026,,0,350,12/9/2025,4739,37729
recycRslNaWVMdbLn,12/30/2025,44,5719,6219,23900,2,23900,0,-500,500,Arrears,0,0,0,0,Inactive 01-07,Inactive,,11/16/2025,Y LOAN,,,0,2579,520,12/28/2025,1/4/2026,,0,0,12/22/2025,3099,5719
recYXjt7RjqkGceoQ,12/30/2025,819,50099,71359,21260,588,21260,0,-21260,21260,Arrears,0,1180,0,0,Cancelled Returned past 3 mths,Return,00:00.0,10/3/2023,Y LOAN,,,0,9999,1180,5/21/2024,1/6/2026,,0,0,9/7/2024,11179,50099
recCFounGlHYUlYt5,12/30/2025,428,32039,57779,25740,274,25740,0,-25740,25740,Arrears,0,0,0,0,Cancelled Returned past 3 mths,Return,00:00.0,10/28/2024,Y LOAN,,,0,6299,990,3/31/2025,1/5/2026,,0,0,3/24/2025,11249,32039
recTtuXVlaiL5Kx94,12/30/2025,444,81799,81799,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,10/12/2024,Y LOAN,,,0,8999,1400,10/11/2025,1/3/2026,,0,0,10/4/2025,10399,81799
recPuthAGWGDa6vdz,12/30/2025,467,31849,148379,116530,425,116530,0,-116530,116530,Arrears,0,0,0,0,Write Off,PAR 30,,9/19/2024,Y LOAN,,,0,16299,2540,10/31/2024,1/1/2026,,0,0,11/21/2025,18839,31849
rec8sxlarO2QxK7Gf,12/30/2025,66,35799,35799,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Cash,Paid Off,,10/25/2025,Y CASH,,,0,7809,1090,11/1/2025,1/3/2026,,0,0,10/25/2025,35799,35799
recfp0TxPzWVvLnRE,12/30/2025,257,55099,56399,20800,5,20800,0,-1300,1300,Arrears,0,0,0,0,Inactive 01-07,Inactive,,4/17/2025,Y LOAN,,,0,8299,1300,12/25/2025,1/1/2026,,0,0,12/18/2025,9599,55099
rec5KevG0o1Rwh5fa,12/30/2025,467,9229,71959,62730,460,62730,0,-62730,62730,Arrears,0,0,0,0,First Payment Default,FPD,,9/19/2024,Y LOAN,,,0,7999,1230,9/26/2024,1/1/2026,,0,0,9/19/2024,9229,9229
recEdYy0uS4jbIY8k,12/30/2025,256,77499,77499,17490,0,17490,0,0,0,up to date,0,0,0,0,Existing Active,Active,,4/18/2025,Y LOAN,,,0,12309,1590,1/2/2026,1/2/2026,,0,0,12/23/2025,20259,77499
recweEVwB5uXflOsy,12/30/2025,162,42749,55309,56520,50,56520,0,-12560,12560,Arrears,0,0,0,0,Blocked 31-60,PAR 30,,7/21/2025,Y LOAN,,,0,17629,1570,11/10/2025,1/5/2026,,0,0,11/3/2025,19199,42749
recY0PXTNH4vvO5ct,12/30/2025,139,18019,17909,21970,0,21970,110,110,0,advance,0,0,0,0,Existing Active,Active,,8/13/2025,Y LOAN,,,0,4109,690,12/31/2025,12/31/2025,,0,0,12/25/2025,4799,18019
recfQjXUmo734Hgzl,12/30/2025,762,20619,71359,50740,699,50740,0,-50740,50740,Arrears,0,0,0,0,Write Off,PAR 30,,11/29/2023,Y LOAN,,,0,9999,1180,1/31/2024,12/31/2025,,0,0,3/17/2024,11179,20619
reczB7RMAL0GVxO3i,12/30/2025,545,100339,100439,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,7/3/2024,Y LOAN,,,0,10999,1720,6/25/2025,12/31/2025,,100,0,8/7/2025,12719,100339
recueoXCMoqMWVbyp,12/30/2025,261,41099,42049,14250,2,14250,0,-950,950,Arrears,0,0,0,0,Inactive 01-07,Inactive,,4/13/2025,Y LOAN,,,0,5949,950,12/28/2025,1/4/2026,,0,0,12/24/2025,6899,41099
recR8UaEOMfiMDxpF,12/30/2025,218,28239,28239,14800,0,14800,0,0,0,up to date,0,0,0,0,Existing Active,Active,,5/26/2025,Y LOAN,,,0,4559,740,1/5/2026,1/5/2026,,0,0,12/28/2025,5299,28239
recM4Vd6krdMSFG1P,12/30/2025,193,45239,40259,23340,0,23340,4980,4980,0,advance,0,0,0,0,Existing Active,Active,,6/20/2025,Y LOAN,,,0,7219,1180,1/30/2026,1/2/2026,,0,0,12/27/2025,8399,45239
recZN6HqmpNbFFamN,12/30/2025,99,40999,40999,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Cash,Paid Off,,9/22/2025,Y CASH,,,0,7729,1270,9/29/2025,1/5/2026,,0,0,9/22/2025,40999,40999
recuPOsrIsjy7t3iO,12/30/2025,18,10999,9339,55670,0,55670,1660,1660,0,advance,0,0,0,0,New Active,Active,,12/12/2025,Y LOAN,,,0,5829,1170,1/9/2026,1/2/2026,,0,0,12/15/2025,6999,10999
recAONDYUz1lB12Dj,12/30/2025,212,31419,41499,33600,58,33600,0,-10080,10080,Arrears,0,0,0,0,Blocked 31-60,PAR 30,,6/1/2025,Y LOAN,,,0,6779,1120,11/2/2025,1/4/2026,,0,0,11/1/2025,7899,31419
recq1XRkEZGjYhgxD,12/30/2025,937,12309,43479,31170,874,31170,0,-31170,31170,Arrears,0,0,0,0,Write Off,PAR 30,,6/7/2023,Y LOAN,,,0,4999,740,8/9/2023,12/31/2025,,0,0,4/25/2024,5739,12309
recbKYfH37VcXRYO2,12/30/2025,78,21799,21799,36000,0,36000,0,0,0,up to date,0,0,0,0,Existing Active,Active,,10/13/2025,Y LOAN,,,0,10999,900,1/5/2026,1/5/2026,,0,0,12/29/2025,11899,21799
rectxehxYgFQkCOOW,12/30/2025,45,14299,13199,48400,0,48400,1100,1100,0,advance,0,0,0,0,Existing Active,Active,,11/15/2025,Y LOAN,,,0,5499,1100,1/10/2026,1/3/2026,,0,0,12/26/2025,6599,14299
reczRzyVyNN8a3QRN,12/30/2025,581,20039,75059,55020,518,55020,0,-55020,55020,Arrears,0,1280,0,0,Write Off,PAR 30,,5/28/2024,Y LOAN,,,0,8499,1280,7/30/2024,1/6/2026,,0,0,7/22/2024,9779,20039
rec22lqFWHBNezk2G,12/30/2025,204,57439,58909,27930,1,27930,0,-1470,1470,Arrears,0,0,0,0,Inactive 01-07,Inactive,,6/9/2025,Y LOAN,,,0,8929,1470,12/29/2025,1/5/2026,,0,0,12/24/2025,16279,57439
recHuWtSAUbMLPwlT,12/30/2025,487,18839,148379,129540,480,129540,0,-129540,129540,Arrears,0,0,0,0,First Payment Default,FPD,,8/30/2024,Y LOAN,,,0,16299,2540,9/6/2024,1/2/2026,,0,0,8/30/2024,18839,18839
recdbEP235pKKvfqa,12/30/2025,238,35399,39199,19950,21,19950,0,-3800,3800,Arrears,0,950,0,0,Inactive 15-30,PAR 7,,5/6/2025,Y LOAN,,,0,5949,950,12/9/2025,1/6/2026,,0,0,12/26/2025,6899,35399
recBfohvWW8Ui2aq9,12/30/2025,143,17749,46799,68100,108,68100,0,-23150,23150,Arrears,0,0,0,0,Write Off,PAR 30,,8/9/2025,Y LOAN,,,0,16349,1450,9/13/2025,1/3/2026,,0,0,9/7/2025,17799,23649
recNvS8TsgDtsRF18,12/30/2025,678,45629,45539,0,0,0,90,90,0,advance,0,0,0,0,Paid Off Loan,Paid Off,,2/21/2024,Y LOAN,,,0,5499,770,2/19/2025,12/31/2025,,0,90,2/12/2025,6269,45629
reczbaQFEvui5vksx,12/30/2025,34,25039,25039,68620,0,68620,0,0,0,up to date,0,0,0,0,Existing Active,Active,,11/26/2025,Y LOAN,,,0,17739,1460,12/31/2025,12/31/2025,,0,0,12/23/2025,19199,25039
recQ0a6Gmc6909lRG,12/30/2025,323,72619,73679,7960,1,7960,0,-1060,1060,Arrears,0,0,0,0,Inactive 01-07,Inactive,,2/10/2025,Y LOAN,,,0,8819,1380,12/29/2025,1/5/2026,,0,0,12/23/2025,10199,72619
reccrUL0ucmw2U8R3,12/30/2025,210,27799,27799,15750,0,15750,0,0,0,up to date,0,750,0,0,Existing Active,Active,,6/3/2025,Y LOAN,,,0,4549,750,1/6/2026,1/6/2026,,0,0,12/24/2025,5299,27799
recKdjY98H08Ayqhf,12/30/2025,603,45459,45559,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,5/6/2024,Y LOAN,,,0,4999,780,4/28/2025,1/5/2026,,100,0,4/27/2025,5779,45459
recpTCQASRig7Tylw,12/30/2025,425,102819,102819,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,10/31/2024,Y LOAN,,,0,11299,1760,10/30/2025,1/1/2026,,0,0,10/22/2025,13059,102819
rectW76j8cz98J72I,12/30/2025,487,13179,103959,90780,480,90780,0,-90780,90780,Arrears,0,0,0,0,First Payment Default,FPD,,8/30/2024,Y LOAN,,,0,11399,1780,9/6/2024,1/2/2026,,0,0,8/30/2024,13179,13179
recfILuM0FSaiiC80,12/30/2025,311,44249,103799,64950,234,64950,0,-59550,59550,Arrears,0,0,0,0,Write Off,PAR 30,,2/22/2025,Y LOAN,,,0,15599,1800,5/10/2025,1/3/2026,,0,0,6/3/2025,24599,44249
recDWzNeSXajtLRzs,12/30/2025,347,61849,66369,6780,25,6780,0,-4520,4520,Arrears,0,0,0,0,Inactive 15-30,PAR 7,,1/17/2025,Y LOAN,,,0,9869,1130,12/5/2025,1/2/2026,,0,0,12/26/2025,10999,61849
recLPMvkq6p6gqxG1,12/30/2025,578,32519,32619,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,5/31/2024,Y LOAN,,,0,3499,560,5/23/2025,1/2/2026,,100,0,10/9/2025,4059,32519
recmNp106CDwhOSC0,12/30/2025,84,23750,29599,61999,0,61999,0,-1549,1549,Arrears,0,1550,0,0,Existing Active,Active,,10/7/2025,Y LOAN,,,0,9449,1550,12/30/2025,1/6/2026,,0,0,12/23/2025,10999,28050
recrrNZxswJXY3chJ,12/30/2025,611,74719,75059,0,0,0,0,-340,340,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,4/28/2024,Y LOAN,,,0,8499,1280,4/20/2025,1/4/2026,,340,0,4/20/2025,9779,74719
rec4Eq60vK828gMUy,12/30/2025,21,6119,6879,37240,0,37240,0,-760,760,Arrears,0,760,0,0,New Active,Active,,12/9/2025,Y LOAN,,,0,3839,760,12/30/2025,1/6/2026,,0,0,12/22/2025,4599,6119
reccpti84VFmP34JG,12/30/2025,626,73939,74039,0,0,0,0,-100,100,Arrears,0,0,0,0,Paid Off Loan,Paid Off,,4/13/2024,Y LOAN,,,0,7999,1270,4/5/2025,1/3/2026,,100,0,4/5/2025,9269,73939
rec7RQ1KyV5QxJjBh,12/30/2025,84,8319,8699,17930,0,17930,0,-380,380,Arrears,0,450,0,0,Existing Active,Active,,10/7/2025,Y LOAN,,,0,2849,450,12/30/2025,1/6/2026,,0,0,12/21/2025,3299,8319
recbbBAXGcSHul7jf,12/30/2025,215,27499,27499,15540,0,15540,0,0,0,up to date,0,0,0,0,Existing Active,Active,,5/29/2025,Y LOAN,,,0,4559,740,1/1/2026,1/1/2026,,0,0,12/26/2025,5299,27499
rec01WPjDqCFPGlJ6,12/30/2025,570,12459,77139,64680,549,64680,0,-64680,64680,Arrears,0,0,0,0,Cancelled Returned past 3 mths,Return,00:00.0,6/8/2024,Y LOAN,,,0,8499,1320,6/29/2024,1/3/2026,,0,0,6/22/2024,9819,12459
recvAe3okQWruu4Tk,12/30/2025,169,76330,98239,65289,0,65289,7881,7881,0,advance,0,0,0,0,Existing Active,Active,,7/14/2025,Y LOAN,,,0,30489,2710,1/19/2026,1/5/2026,,0,0,12/29/2025,33199,106120
recNZXkzIbSIWIPYh,12/30/2025,693,86460,86319,0,0,0,141,141,0,advance,0,0,0,0,Paid Off Loan,Paid Off,,2/6/2024,Y LOAN,,,0,12999,1410,2/4/2025,1/6/2026,,0,141,1/28/2025,14409,86460
reckjWd0oYQesSIGB,12/30/2025,232,56209,78888.6,0,0,0,0.4,0.4,0,advance,0,0,0,0,Paid Off Loan,Paid Off,,5/12/2025,Y LOAN,,,0,16509,4790,8/11/2025,1/5/2026,,22679.6,0,7/14/2025,21299,78889
rec9CdrpdwPskZA2L,12/30/2025,306,33639,33639,2480,0,2480,0,0,0,up to date,0,0,0,0,Existing Active,Active,,2/27/2025,Y LOAN,,,0,3879,620,1/1/2026,1/1/2026,,0,0,12/29/2025,6979,33639
recgiNOiIScQffy39,12/30/2025,213,109819,109339,39640,0,39640,480,480,0,advance,0,0,0,0,Existing Active,Active,,5/31/2025,Y LOAN,,,0,26739,2360,1/3/2026,1/3/2026,,0,0,12/27/2025,38539,109819
recddHjxJ63Htiusq,12/30/2025,516,30239,71959,41720,390,41720,0,-41720,41720,Arrears,0,0,0,0,Write Off,PAR 30,,8/1/2024,Y LOAN,,,0,7999,1230,12/5/2024,1/1/2026,,0,0,11/29/2024,9229,30239
recpSfEjjREMiM5AA,12/30/2025,262,42499,42499,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Cash,Paid Off,,4/12/2025,Y CASH,,,0,8569,1330,4/19/2025,1/3/2026,,0,0,4/12/2025,42499,42499
reccu5Twg9Tjit2QZ,12/30/2025,264,9899,59109,67830,264,67830,0,-59109,59109,Arrears,0,0,0,0,First 2 days Return,Return,00:00.0,4/10/2025,Y LOAN,,,0,8569,1330,4/10/2025,1/1/2026,,0,0,4/10/2025,9899,0
recvScdvqz2lxYUKa,12/30/2025,368,40179,40179,0,0,0,0,0,0,up to date,0,0,0,0,Paid Off Loan,Paid Off,,12/27/2024,Y LOAN,,,0,4299,690,11/28/2025,1/2/2026,,0,0,11/11/2025,7749,40179
